year,tif_number,revenue_interest,interest_other,property_tax,sales_tax,rent,miscellaneous,other,land,liquor,reimbursed,total_revenue,bond_issuance_costs,capital_projects,principle_retirement,expenditures_interest,economic_dev,total_expenditures,transfers_in,transfers_out,surplus,tax_liability,debt_plus_bond_refund,escrow_agent,sum_all_finance,begin_balance,end_balance,flags
2011,32,341618,0,14941730,0,0,0,0,0,0,0,15283348,0,0,1290000,77400,8283833,9651233,0,-6623760,-13000000,0,0,0,-13991645,54282776,40291131,
2011,33,74432,0,4268117,0,0,0,0,0,0,0,4342549,0,0,0,0,262591,262591,0,0,0,0,0,0,0,27490793,31570751,
2011,34,76875,0,7084579,0,0,0,0,0,0,0,7161454,0,0,0,0,3860169,3860169,0,0,-1000000,0,0,0,2301285,28914730,31216015,Total of other finances did not match anything. Guessing total by adding individual
2011,35,4652,0,893562,0,0,0,0,0,0,0,898214,0,0,0,0,380627,380627,0,0,0,0,0,0,0,1576835,2094422,
2011,36,66936,0,3098803,0,0,0,0,0,0,0,3165739,0,0,700000,194300,407817,1302117,0,0,-2000000,0,0,0,-136378,10871369,10734991,Total of other finances did not match anything. Guessing total by adding individual
2011,37,594519,0,15585357,0,0,0,0,0,0,0,16179876,0,0,0,0,4591910,4591910,0,-4115000,0,0,0,0,7472966,34544557,42017523,Total of other finances did not match anything. Guessing total by adding individual
2011,38,30552,0,2616509,0,0,0,0,0,0,0,2647061,0,0,0,0,425281,425281,0,0,-2000000,0,0,0,221780,11969384,12191164,Total of other finances did not match anything. Guessing total by adding individual
2011,39,4608,0,1167481,0,0,0,0,0,0,0,1172089,0,0,0,0,27164,27164,0,0,0,0,0,0,0,1165439,2310364,
2011,40,117359,0,933595,0,0,0,0,0,0,0,1050954,0,0,0,0,548101,548101,0,0,0,0,0,0,0,7389750,7892603,
2011,42,14923,0,453173,0,0,0,0,0,0,0,468096,0,0,570000,175925,35973,781898,0,0,0,0,0,0,0,1876171,1562369,
2011,43,36763,0,1584316,0,0,0,0,0,0,0,1621079,0,0,0,0,1595470,1595470,0,0,0,0,0,0,0,14346998,14372607,
2011,44,3809,0,2089864,0,0,0,0,0,0,0,2093673,0,0,1755000,104310,45972,1905282,0,0,0,0,0,0,0,5111876,5300267,
2011,45,7789,0,2094851,0,0,0,0,0,0,0,2102640,0,0,2220000,310014,42534,2572545,0,0,0,0,0,0,0,9802759,9332854,Expenditure checksum fails|Checksum failed
2011,46,588,0,72843,0,0,0,0,0,0,0,73431,0,0,0,0,3320,3320,0,0,0,0,0,0,0,194851,264962,
2011,48,58473,0,9066530,0,0,0,0,0,0,0,9125003,0,0,0,0,3171246,3171246,0,0,-6000000,0,0,0,-46243,23364142,23317899,Total of other finances did not match anything. Guessing total by adding individual
2011,49,852,0,468343,0,0,0,0,0,0,0,469195,0,0,0,0,799696,799696,0,0,0,0,0,0,0,418564,88063,
2011,50,228,0,47,0,0,0,0,0,0,0,275,0,0,0,0,58163,58163,0,0,0,0,0,0,0,91951,34063,
2011,52,135890,0,21116172,0,0,942454,0,0,0,0,22194516,0,0,0,0,21940360,21940360,0,-4023558,0,0,0,0,-3769402,50393394,46623992,Total of other finances did not match anything. Guessing total by adding individual
2011,53,534491,0,11473416,0,0,0,0,833239,0,0,12841146,0,0,2870000,2087700,8335373,13293073,0,0,0,0,0,0,0,50598633,50146706,
2011,54,22098,0,2981137,0,0,0,0,0,0,0,3003235,0,0,0,0,887193,887193,0,-1232560,0,0,0,0,883482,7980090,8863572,Total of other finances did not match anything. Guessing total by adding individual
2011,55,20273,0,3030411,0,0,0,0,0,0,0,3050684,0,0,0,0,972225,972225,0,0,0,0,0,0,0,7066507,9144966,
2011,56,13348,0,1135740,0,0,0,0,0,0,0,1149088,0,0,0,0,75667,75667,0,0,0,0,0,0,0,4730982,5804403,
2011,57,10493,0,1188094,0,0,0,0,0,0,0,4198587,0,0,0,0,202915,202915,0,0,0,0,0,0,0,3567009,4562681,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,58,36543,0,3234161,0,0,0,0,0,0,0,3270704,0,0,0,0,329737,329737,0,-500000,-4000000,0,0,0,-1559033,15351560,13792527,
2011,59,18651,0,8868044,0,0,0,0,0,0,0,8886695,0,0,0,0,101551,101551,0,0,-73338000,0,0,0,-64552856,73309502,8756646,Total of other finances did not match anything. Guessing total by adding individual
2011,60,97563,0,4452265,0,0,0,0,0,0,0,4549828,0,0,3180000,2717250,10933866,16831116,4317536,0,0,0,0,0,-7963752,23858686,15894934,Total of other finances did not match anything. Guessing total by adding individual
2011,61,25415,0,4591200,0,0,0,0,0,0,0,4616615,0,0,0,0,3887585,3887585,0,0,-5500000,0,0,0,-4770970,21474341,16703371,Total of other finances did not match anything. Guessing total by adding individual
2011,62,7909,0,1779191,0,0,0,0,0,0,0,1787100,0,0,0,0,1721670,1721670,0,0,0,0,0,0,0,2967535,3032965,
2011,63,104483,0,21072969,0,0,0,0,0,0,0,21177452,0,0,0,0,2737465,2737465,0,0,-30000000,0,0,0,-11560013,53766168,42206155,Total of other finances did not match anything. Guessing total by adding individual
2011,64,50457,0,7871968,0,0,0,0,0,0,0,7922425,0,0,0,0,1987062,1987062,0,-4683594,0,0,0,0,1251769,18311486,19563255,Total of other finances did not match anything. Guessing total by adding individual
2011,65,30833,0,3539991,0,0,0,0,0,0,0,3570824,0,0,0,0,917767,917767,0,-1147585,0,0,0,0,1505472,41241257,12746729,Total of other finances did not match anything. Guessing total by adding individual
2011,66,5723,0,947265,0,0,0,0,0,0,0,952988,0,0,0,0,306705,306705,0,0,0,0,0,0,0,2025144,32671427,
2011,67,3933,0,316292,0,0,0,0,0,0,0,320225,0,0,0,0,135348,135348,0,0,0,0,0,0,0,1440085,1624962,
2011,68,18537,0,4917467,0,0,0,0,0,0,0,4936004,0,0,0,0,158067,158067,0,0,0,0,0,0,0,5260916,10038853,
2011,69,31530,0,3377550,0,0,0,0,0,0,0,3409080,0,0,0,0,924312,924312,0,-757836,0,0,0,0,1726932,11438019,13164951,Total of other finances did not match anything. Guessing total by adding individual
2011,70,22298,0,2961017,0,0,0,0,0,0,0,2983315,0,0,0,0,1163719,1163719,0,0,0,0,0,0,0,8001156,9820752,
2011,71,74622,0,3217491,0,0,143813,0,0,0,0,3435926,0,0,350000,1594448,1665332,3609780,2091175,0,0,0,0,0,1917321,19828677,21745998,Total of other finances did not match anything. Guessing total by adding individual
2011,72,21292,0,1331578,0,0,0,0,0,0,0,1352870,0,0,0,0,4858893,4858893,4310000,0,0,0,0,0,803977,3508750,4312727,Total of other finances did not match anything. Guessing total by adding individual
2011,73,6034,0,785613,0,0,0,0,0,0,0,791647,0,0,0,0,217324,217324,0,0,0,0,0,0,0,2092629,2666952,
2011,74,2202,0,2669829,0,0,0,0,0,0,0,2692531,0,0,0,0,519429,519429,0,0,0,0,0,0,0,7786241,9959343,Revenue checksum fails|Checksum failed
2011,75,20338,0,2560154,0,0,0,0,0,0,0,2580492,0,0,1350000,2207075,349964,3907039,5764074,0,0,0,0,0,4437527,8490168,12927695,Total of other finances did not match anything. Guessing total by adding individual
2011,76,26395,0,3745086,0,0,0,0,0,0,0,3771481,0,0,0,0,3770792,3770792,0,-1612383,0,0,0,0,-1611694,9948576,8336882,Total of other finances did not match anything. Guessing total by adding individual
2011,77,90302,0,2986603,0,0,0,0,0,0,0,3076905,0,0,1055000,1251571,6986967,9293538,1364658,0,0,0,0,0,-4851975,14571633,9719658,Total of other finances did not match anything. Guessing total by adding individual
2011,78,2576,0,95455,0,0,0,0,0,0,0,98031,0,0,0,0,4150,4150,0,0,0,0,0,0,0,977655,1071536,
2011,79,6686,0,906197,0,0,0,0,0,0,0,912883,0,0,0,0,25760,25760,0,0,0,0,0,0,0,2266157,3153280,
2011,81,33479,0,4051739,0,0,0,0,0,0,0,4085218,0,0,0,0,1631592,1631592,0,-1869269,0,0,0,0,584357,11917240,12501597,Total of other finances did not match anything. Guessing total by adding individual
2011,82,8755,0,1432012,0,0,0,0,0,0,0,1440767,0,0,0,0,610509,610509,0,0,0,0,0,0,0,2580550,3410808,
2011,83,13490,0,1213412,0,0,0,0,0,0,0,1226902,0,0,0,0,222975,222975,0,0,0,0,0,0,0,4791180,5795107,
2011,84,45532,0,6149946,0,0,0,0,0,0,0,6195478,0,0,0,0,620836,620836,0,-1364658,0,0,0,0,4209984,15440620,19650604,Total of other finances did not match anything. Guessing total by adding individual
2011,85,60249,0,7238609,0,0,0,0,0,0,0,7298858,0,0,0,0,5629444,5629444,0,0,-2000000,0,0,0,-330586,23946588,23616002,Total of other finances did not match anything. Guessing total by adding individual
2011,86,130939,0,17043984,0,0,0,0,0,0,0,17174923,0,0,4220000,984292,5487337,10691629,6623760,0,0,0,0,0,13107054,50204980,63312034,Total of other finances did not match anything. Guessing total by adding individual
2011,87,691792,0,7894486,0,0,127738,0,0,0,0,8714016,0,0,290000,1520233,22111358,23921591,0,0,-2000000,0,0,0,-17207575,40622758,23415183,Total of other finances did not match anything. Guessing total by adding individual
2011,88,2396,0,8403995,0,0,0,0,0,0,0,8406391,0,0,1410000,1821050,905390,4136440,0,0,0,0,0,0,0,18545129,22815080,
2011,89,13648,0,1430679,0,0,0,0,0,0,0,1444327,0,0,0,0,356734,356734,0,-856871,0,0,0,0,230722,4092245,4322967,Total of other finances did not match anything. Guessing total by adding individual
2011,90,3132,0,502938,0,0,0,0,0,0,0,506070,0,0,0,0,218218,218218,0,0,0,0,0,0,0,1032528,1320380,
2011,91,13939,0,1019478,0,0,0,0,0,0,0,1033417,0,0,0,0,411143,411143,0,0,0,0,0,0,0,5160976,5783250,
2011,92,24741,0,951379,0,0,0,0,0,0,0,976120,0,0,0,0,748145,748145,0,0,-500000,0,0,0,-272025,9737142,9465117,Total of other finances did not match anything. Guessing total by adding individual
2011,93,11932,0,1594851,0,0,0,0,0,0,0,4606783,0,0,0,0,345944,345944,0,0,0,0,0,0,0,4252143,5512985,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,94,69631,0,16665268,0,0,0,0,0,0,0,16734899,0,0,0,0,11221410,11221410,0,0,-13000000,0,0,0,-7486511,32268163,24781652,Total of other finances did not match anything. Guessing total by adding individual
2011,95,164884,0,15663849,0,0,0,0,0,0,0,15828733,0,0,2335000,1311626,8099269,11745895,0,-4021043,-1000000,0,0,0,-938205,41464850,40526645,
2011,96,15427,0,814487,0,0,0,0,0,0,0,829914,0,0,0,0,46560,46560,0,0,0,0,0,0,0,5739635,6522989,
2011,97,194490,0,835419,0,0,46986,0,0,0,0,1076895,0,0,1030000,1722073,406745,3158818,4834995,0,0,0,0,0,2753072,10123632,12876704,Total of other finances did not match anything. Guessing total by adding individual
2011,98,18305,0,3007628,0,0,0,0,0,0,0,3025933,0,0,0,0,58130,58130,0,-3978124,-1000000,0,0,0,-2010321,8472916,6462595,
2011,99,6166,0,1058860,0,0,0,0,0,0,0,4065026,0,0,0,0,324009,324009,0,0,0,0,0,0,0,2152639,2893656,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,100,6379,0,1248809,0,0,0,0,0,0,0,4255188,0,0,0,0,512053,512053,0,0,0,0,0,0,0,592318,1335453,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,101,33338,0,5128557,0,0,0,0,0,0,0,5161895,0,0,0,0,1022923,1022923,0,0,-8500000,0,0,0,-4361028,16078011,11716983,Total of other finances did not match anything. Guessing total by adding individual
2011,102,1946,0,311377,0,0,0,0,0,0,0,313323,0,0,0,0,308598,308598,0,0,0,0,0,0,0,163625,768350,
2011,103,37609,0,3394799,0,0,0,0,0,0,0,3432408,0,0,0,0,594866,594866,0,-300000,-2000000,0,0,0,537542,14402458,14940000,
2011,104,557629,0,12250558,0,0,4917720,0,41640,0,0,17767547,0,0,0,0,1083371,1083371,0,0,-8000000,0,0,0,8684176,28286360,36970536,Total of other finances did not match anything. Guessing total by adding individual
2011,105,9302,0,935026,0,0,0,0,0,0,0,944328,0,0,0,0,2269484,2269484,0,0,0,0,0,0,0,3702001,2376845,
2011,106,59206,0,5040935,0,0,0,0,0,0,0,5100141,0,0,0,0,1809184,1809184,0,0,-3000000,0,0,0,290957,23756727,24047684,Total of other finances did not match anything. Guessing total by adding individual
2011,107,15243,0,31604401,0,0,0,0,0,0,0,1619644,0,0,0,0,31166,31166,0,0,0,0,0,0,0,5210637,6799115,Revenue checksum fails|Checksum failed
2011,108,26780,0,3406049,0,0,0,0,0,0,0,3432829,0,0,0,0,0,0,0,0,0,0,0,0,0,9262754,11237614,"Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2011,109,23287,0,3979692,0,0,0,0,0,0,0,4002979,0,0,0,0,576202,576202,0,0,0,0,0,0,0,7933292,10960069,
2011,110,40963,0,8233978,0,0,0,0,0,0,0,8274941,0,0,0,0,6058644,6058644,0,0,0,0,0,0,0,16572992,18789289,
2011,111,3237,0,342130,0,0,0,0,0,0,0,345367,0,0,0,0,6866,6866,0,0,0,0,0,0,0,1150733,1489234,
2011,112,12923,0,2111696,0,0,0,0,0,0,0,2124619,0,0,0,0,1393414,1393414,0,0,0,0,0,0,0,4667559,5398764,
2011,113,7857,0,932926,0,0,0,0,0,0,0,940783,0,0,0,0,143359,143359,0,0,0,0,0,0,0,2751885,3549309,
2011,114,9751,0,823604,0,0,0,0,0,0,0,833355,0,0,175000,30733,465791,671524,0,0,0,0,0,0,0,3512960,3674791,
2011,115,773699,0,7197963,0,0,404856,0,0,0,0,8376518,0,0,4370000,5423418,13172579,22965997,7500051,0,0,0,0,0,-7089428,75197329,68107901,Total of other finances did not match anything. Guessing total by adding individual
2011,116,24446,0,1991186,0,0,0,0,0,0,0,2012632,0,0,0,0,74091,74091,0,0,0,0,0,0,0,7519872,9458413,Revenue checksum fails|Checksum failed
2011,117,250831,0,3000744,0,0,148401,0,0,0,0,3399976,0,0,80000,888002,14019253,14987255,218603,0,0,0,0,0,-11368676,31101735,19733059,Total of other finances did not match anything. Guessing total by adding individual
2011,118,87718,0,8932226,0,0,331829,0,0,0,0,9351773,0,0,0,0,1760190,1760190,0,-450000,-6000000,0,0,0,1141583,32950255,34091838,
2011,119,1494,0,251760,0,0,0,0,0,0,0,253254,0,0,0,0,53971,53971,0,0,0,0,0,0,0,519491,718774,
2011,120,722,0,72452,0,0,0,0,0,0,0,73174,0,0,0,0,3473,3473,0,0,0,0,0,0,0,243273,312974,
2011,121,31635,0,3780339,0,0,0,0,0,0,0,3811974,0,0,0,0,860932,860932,0,-218603,0,0,0,0,2732439,11210430,13942869,Total of other finances did not match anything. Guessing total by adding individual
2011,122,660,0,372980,0,0,0,0,0,0,0,373640,0,0,0,0,260193,260193,0,0,0,0,0,0,0,240313,353760,
2011,123,7652,0,943252,0,0,0,0,0,0,0,950904,0,0,0,0,33491,33491,0,-452214,0,0,0,0,465199,2576252,0,End of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2011,124,949,0,560099,0,0,0,0,0,0,0,561048,0,0,0,0,295612,295612,0,0,0,0,0,0,0,421396,686832,
2011,125,10658,0,2554300,0,0,0,0,0,0,0,2964958,0,0,175000,39875,271612,486487,0,0,0,0,0,0,0,3440293,5518764,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,126,3429,0,1017921,0,0,0,0,0,0,0,1021350,0,0,0,0,732203,732203,0,0,0,0,0,0,0,1303284,1592431,
2011,127,17077,0,2854877,0,0,0,0,0,0,0,2871954,0,0,0,0,201803,201803,0,-1485177,0,0,0,0,1184974,5677913,6862887,Total of other finances did not match anything. Guessing total by adding individual
2011,128,24938,0,1917057,0,0,0,0,0,0,0,1941995,0,0,0,0,163006,163006,0,0,-1000000,0,0,0,778989,9727811,10506800,Total of other finances did not match anything. Guessing total by adding individual
2011,129,4102,0,2248183,0,0,0,0,0,0,0,2252285,0,0,0,0,2964799,2964799,0,0,0,0,0,0,0,2913475,2200961,
2011,130,7242,0,0,0,0,0,0,0,0,0,7242,0,0,0,0,231414,231414,0,0,0,-1830166,0,0,-2054338,3826110,1771772,"Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached"
2011,131,8513,0,2395186,0,0,0,0,0,0,0,2403699,0,0,0,0,282192,282192,0,0,0,0,0,0,0,2719919,4841426,
2011,133,2925,0,425972,0,0,0,0,0,0,0,428897,0,0,0,0,8757,8757,0,0,0,0,0,0,0,944005,1364145,
2011,134,4831,0,850703,0,0,0,0,0,0,0,855534,0,0,0,0,121971,121971,0,0,0,0,0,0,0,1536708,2270271,
2011,135,2020,0,374065,0,0,0,0,0,0,0,376085,0,0,0,0,904706,904706,0,0,0,0,0,0,0,925348,396727,
2011,136,15110,0,1770200,0,0,0,0,0,0,0,1785310,0,0,0,0,284494,284494,0,0,-2000000,0,0,0,-499184,6790001,6290817,Total of other finances did not match anything. Guessing total by adding individual
2011,138,2057,0,579971,0,0,0,0,0,0,0,582028,0,0,0,0,235435,235435,0,0,0,0,0,0,0,132498,1079091,
2011,139,9006,0,1057818,0,0,0,0,0,0,0,1066824,0,0,0,0,359347,359347,0,0,0,0,0,0,0,3109977,3817454,Revenues after expenditure checksum failed
2011,140,1840,0,541103,0,0,0,0,0,0,0,542943,0,0,0,0,914786,914786,0,0,0,0,0,0,0,958007,586164,
2011,141,4138,0,935460,0,0,0,0,0,0,0,939598,0,0,0,0,1909020,1909020,0,0,0,0,0,0,0,1240434,271012,
2011,142,17305,0,2360968,0,0,0,0,0,0,0,2378273,0,0,0,0,259611,259611,0,0,0,0,0,0,0,5697111,7815773,
2011,143,664,0,1588823,0,0,0,0,0,0,0,1589487,0,0,0,0,14897,14897,0,0,0,0,0,0,0,0,1574590,Beginning of year balance has no value
2011,144,3831,0,888583,0,0,0,0,0,0,0,892414,0,0,140000,54400,169456,363856,0,0,0,0,0,0,0,1255237,1783795,
2011,145,5480,0,651927,0,0,0,0,0,0,0,657407,0,0,0,0,9474,9474,0,0,0,0,0,0,0,1858226,2506159,
2011,146,29808,0,661753,0,0,420114,0,0,0,0,811675,0,0,805000,1107284,688814,2601098,1612383,0,0,0,0,0,-177040,9745952,9568912,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Checksum failed
2011,147,119265,0,12800148,0,0,0,0,0,0,0,12919413,0,0,0,0,6795433,6795433,0,-9000000,-12000000,0,0,0,-14876020,47454250,32578230,
2011,148,1907,0,134010,0,0,0,0,0,0,0,135917,0,0,0,0,105537,105537,0,0,0,0,0,0,0,701057,731437,
2011,149,7379,0,805279,0,0,0,0,0,0,0,812658,0,0,0,0,31142,31142,0,0,0,0,0,0,0,2429367,3210883,
2011,150,16334,0,3011361,0,0,0,0,0,0,0,3027695,0,0,0,0,172905,172905,0,0,0,0,0,0,0,5277811,8132601,
2011,151,2524,0,418118,0,0,0,0,0,0,0,420642,0,0,0,0,160705,160705,0,0,0,0,0,0,0,813486,1073423,
2011,152,4985,0,0,0,0,0,0,0,0,0,141727,0,0,0,0,116902,116902,0,0,0,0,0,0,0,1779165,1803990,"Revenue checksum fails|field ""property_tax"" had no value attached|Checksum failed"
2011,153,3683,0,499898,0,0,0,0,0,0,0,503581,0,0,0,0,78382,78382,0,0,0,0,0,0,0,1251442,1676641,
2011,154,2136,0,78723,0,0,0,0,0,0,0,80859,0,0,0,0,1414438,1414438,450000,0,0,0,0,0,-883579,831188,-62391,Total of other finances did not match anything. Guessing total by adding individual
2011,155,4190,0,507239,0,0,0,0,0,0,0,511429,0,0,0,0,8535,8535,0,0,0,0,0,0,0,1362750,1865644,
2011,156,9918,0,1681670,0,0,0,0,0,0,0,1691588,0,0,0,0,644720,644720,0,0,0,0,0,0,0,3339338,4386206,
2011,157,4464,0,678906,0,0,0,0,0,0,0,680370,0,0,0,0,767649,767649,0,0,0,0,0,0,0,2323240,2235964,Revenue checksum fails|Checksum failed
2011,158,619,0,608528,0,0,0,0,0,0,0,609147,0,0,0,0,159111,159111,0,0,0,0,0,0,0,157089,607125,
2011,160,1481,0,402032,0,0,0,0,0,0,0,403513,0,0,0,0,37834,37834,0,0,0,0,0,0,0,383941,749620,
2011,161,12221,0,2586845,0,0,0,0,0,0,0,2999066,0,0,0,0,1003087,1003087,0,0,0,0,0,0,0,3860030,5456009,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2011,163,1850,0,490017,0,0,0,0,0,0,0,491867,0,0,0,0,12204,12204,0,0,0,0,0,0,0,484423,964086,
2011,164,665,0,192127,0,0,0,0,0,0,0,192792,0,0,0,0,4550,4550,0,0,0,0,0,0,0,168656,356898,
2011,165,1877,0,320763,0,0,0,0,0,0,0,322640,0,0,0,0,6962,6962,0,0,0,0,0,0,0,507998,823676,
2011,166,1063,0,252116,0,0,0,0,0,0,0,253179,0,0,0,0,207583,207583,0,0,0,0,0,0,0,287052,332648,
2011,167,3455,0,249987,0,0,0,0,0,0,0,253442,0,0,0,0,105264,105264,0,0,0,0,0,0,0,1253869,1402047,
2011,169,0,0,0,0,0,0,0,0,0,0,215987,0,0,0,0,268100,268100,300000,0,0,0,0,0,247887,647046,894933,"Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|field ""property_tax"" had no value attached|field ""interest"" had no value attached|Checksum failed"
2011,171,45,0,102534,0,0,0,0,0,0,0,102579,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,101579,Beginning of year balance has no value|Revenues after expenditure checksum failed
2011,172,2481,0,59330,0,0,0,0,0,0,0,61814,0,0,0,0,9000651,9000651,9000000,0,0,0,0,0,61160,2105,63265,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2012,1,435683,0,5273855,0,0,0,0,0,0,0,5709538,0,0,0,0,2502831,2502831,0,0,-905000,0,0,0,2301707,21477475,23779182,Total of other finances did not match anything. Guessing total by adding individual
2012,2,2234,0,163146,0,0,0,0,0,0,0,165380,0,0,0,0,5833,5833,0,0,-130000,0,0,0,29547,876942,906489,Total of other finances did not match anything. Guessing total by adding individual
2012,4,5888,0,457115,0,0,0,0,0,0,0,463003,0,0,0,0,85855,85855,0,0,-376000,0,0,0,1148,2350484,2351632,Total of other finances did not match anything. Guessing total by adding individual
2012,5,8852,0,356479,0,0,0,0,0,0,0,365331,0,0,0,0,13652,13652,0,0,-429000,0,0,0,-77321,3607525,3530204,Total of other finances did not match anything. Guessing total by adding individual
2012,6,4,0,257571,0,0,0,0,0,0,0,257575,0,0,0,0,7450,7450,0,0,-458000,0,0,0,-207875,2664646,2456771,Total of other finances did not match anything. Guessing total by adding individual
2012,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77443,77443,0,0,-69000,0,0,0,-146443,425619,279176,Total of other finances did not match anything. Guessing total by adding individual|Total revenue did not match. Guessing total by adding individual
2012,8,23296,0,1023822,0,0,0,0,0,0,0,1047118,0,0,0,0,839848,839848,0,0,0,0,0,0,0,2068462,2275732,
2012,9,12314,0,922430,0,0,0,0,0,0,0,934744,0,0,0,0,2144832,2144832,0,0,-114000,0,0,0,-1324088,4798936,3474848,Total of other finances did not match anything. Guessing total by adding individual
2012,10,3253,0,668885,0,0,0,0,0,0,0,672138,0,0,0,0,592822,592822,0,0,0,0,0,0,0,1277733,1357049,
2012,11,22605,0,1527279,0,0,0,0,0,0,0,1549884,0,0,0,0,45806,45806,0,0,-1005000,0,0,0,499078,8692808,9191886,Total of other finances did not match anything. Guessing total by adding individual
2012,13,23519,0,2006168,0,0,188,0,0,0,0,2029875,0,0,0,0,594432,594432,0,0,-906000,0,0,0,529443,10057845,10587288,Total of other finances did not match anything. Guessing total by adding individual
2012,17,0,0,155631,0,0,9998,0,0,0,0,165632,0,0,0,0,5649,5649,0,0,-287000,0,0,0,-127017,1898310,1771293,"Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|field ""interest"" had no value attached|Checksum failed"
2012,18,4,0,233727,0,0,0,0,0,0,0,233731,0,0,0,0,8514,8514,0,0,-30000,0,0,0,195217,487687,682904,Total of other finances did not match anything. Guessing total by adding individual
2012,19,33,0,156439,0,0,0,0,0,0,0,456472,0,0,0,0,6504,6504,0,0,-274000,0,0,0,-124032,1712265,1588233,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2012,21,37328,0,343191,0,0,0,0,0,0,0,380519,0,0,0,0,125033,125033,0,0,-503000,0,0,0,-247514,5064555,4817041,Total of other finances did not match anything. Guessing total by adding individual
2012,23,24693,0,4362140,0,0,0,0,0,0,0,4386833,0,0,4035000,947081,360821,2342902,0,0,-668000,0,0,0,1375931,11515794,12891725,Total of other finances did not match anything. Guessing total by adding individual|Expenditure checksum fails|Checksum failed
2012,24,12701,0,513114,0,0,0,0,0,0,0,525815,0,0,0,0,88464,88464,0,0,-147000,0,0,0,290351,4868532,5158883,Total of other finances did not match anything. Guessing total by adding individual
2012,25,3,0,259588,0,0,0,0,0,0,0,259591,0,0,0,0,7490,7490,0,0,-496000,0,0,0,-243899,2790976,2547077,Total of other finances did not match anything. Guessing total by adding individual
2012,27,1895,0,620183,0,0,0,0,0,0,0,622078,0,0,535000,98700,405279,1038979,0,0,0,0,0,0,0,0,720812,Beginning of year balance has no value
2012,28,309,0,1128297,0,0,0,0,0,0,0,1128606,0,0,735000,426826,4000,1165826,0,0,0,0,0,0,0,1657506,1620286,
2012,29,139430,0,1007842,0,0,0,0,0,0,0,1147272,0,0,0,0,2243910,2243910,4000000,-195000,-295000,0,0,0,2413362,3588000,6001362,
2012,30,95347,0,17372302,0,0,218467,0,0,0,0,17686116,0,0,3300000,2520841,9639892,15460733,0,0,-3231000,0,0,0,-1005617,54857756,53852139,Total of other finances did not match anything. Guessing total by adding individual
2012,31,340704,0,62767177,0,1500,0,0,0,0,0,63109381,0,0,8400000,1159023,6470941,16029964,0,0,-21539000,0,0,0,25540417,171266030,196806447,Total of other finances did not match anything. Guessing total by adding individual
2012,32,909933,0,14808163,0,0,0,0,0,0,0,15718096,0,0,0,0,1007220,1007220,0,-17940520,-2358000,0,0,0,-5587644,40291131,34703487,
2012,33,85127,0,4253051,0,0,0,0,0,0,0,4338178,0,0,0,0,298898,298898,0,0,0,0,0,0,0,31570751,0,End of year balance has no value
2012,34,73236,0,5430165,0,0,0,0,0,0,0,5503401,0,0,0,0,10433288,10433288,0,0,-831000,0,0,0,-5760887,31216015,25455128,Total of other finances did not match anything. Guessing total by adding individual
2012,35,6397,0,1114865,0,0,0,0,0,0,0,1121262,0,0,0,0,370253,370253,0,0,-204000,0,0,0,547009,2094422,2641431,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2012,36,73843,0,2686562,0,0,0,0,0,0,0,2760405,0,0,730000,143550,638566,1512116,0,0,-1083000,0,0,0,165289,10734991,10900280,Total of other finances did not match anything. Guessing total by adding individual
2012,37,1121734,0,13981111,0,0,0,0,2629408,0,0,17732253,0,0,0,0,1228514,1228514,0,-4115000,0,0,0,0,12388739,42017523,54406262,Total of other finances did not match anything. Guessing total by adding individual
2012,38,30992,0,2738150,0,0,0,0,0,0,0,2769142,0,0,0,0,509683,509683,0,0,-1528000,0,0,0,731459,12191164,12922623,Total of other finances did not match anything. Guessing total by adding individual
2012,39,4872,0,868703,0,0,0,0,0,0,0,873575,0,0,0,0,1084260,1084260,0,0,-203000,0,0,0,-413685,2310364,1896679,Total of other finances did not match anything. Guessing total by adding individual
2012,40,64484,0,796258,0,0,0,0,0,0,0,860742,0,0,0,0,186814,186814,0,0,-371000,0,0,0,302928,7892603,8195531,Total of other finances did not match anything. Guessing total by adding individual
2012,42,5808,0,413818,0,0,0,0,0,0,0,419626,0,0,610000,131750,75087,816837,0,0,0,0,0,0,0,1562369,1165158,
